course,block,bloom_level,citation_mode,question_type,model_id,language,question_number,question,answer,rubric,time_taken_s,status
BEGC 105_ American Literature,BLOCK NATHANIEL HAWTHORNE THE SCARLET LETTER,Level 2,off,Short Answer,ollama-gemma4-31b,en,2,Explain why The Scarlet Letter is more accurately classified as a 'romance' rather than a 'novel' based on the author's own distinctions.,"The student must differentiate between the 'probable' nature of a novel and the 'imaginary/actual' blend of a romance, providing specific examples of unreal events from the text.","[Marks]
Clear distinction between the definitions of 'novel' (probable/ordinary) and 'romance' (between real and fairy land) - 4 marks
Provision of specific examples of unreal/imaginary events (e.g., the meteor, Chillingworth's eyes) - 4 marks
Mention of the thinness/lack of breadth of the depicted society compared to typical novels - 2 marks

[Key Points]
1. Novel = fidelity to the probable; Romance = mixture of actual and imaginary
2. Territory between the real world and fairy land
3. Examples of unreal events: the meteoric 'A', red light in eyes, the mark on the breast
4. The thinness of the social setting compared to a traditional social novel",139.0,success
BEGC 105_ American Literature,BLOCK NATHANIEL HAWTHORNE THE SCARLET LETTER,Level 2,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""We impute it therefore, solely to the disease in his own eye and heart, that the minister, looking upward to zenith, beheld there the appearance of an immense letter - the letter A, - marked out in lines of dull red light."" — Explain the dual interpretation of the meteor's appearance as the letter 'A' in the context of Dimmesdale's psychological state and the societal beliefs of the period.",The student should explain that the meteor is both a psychological projection of Dimmesdale's guilt and a reflection of the contemporary societal tendency to view celestial events as supernatural signs.,"[Marks]
Explanation of the psychological aspect (Dimmesdale's guilt/diseased imagination) - 4 marks
Explanation of the societal aspect (meteors as supernatural revelations) - 4 marks
Clarity and coherence of the explanation - 2 marks

[Key Points]
1. Dimmesdale's diseased imagination/guilt
2. Supernatural interpretation of meteoric appearances
3. The role of the sexton's observation",131.2,success
BEGC 105_ American Literature,BLOCK NATHANIEL HAWTHORNE THE SCARLET LETTER,Level 2,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""So if we take a broader view of the possibilities and range of the novel as a genre, we have to place The Scarlet Letter midway between novel and romance."" — Discuss why The Scarlet Letter is categorized as being situated 'midway between novel and romance'.",The student must identify the combination of the real (psychological depth) and the unreal (elements of romance) as the reason for this classification.,"[Marks]
Identification of the combination of the real and the unreal - 4 marks
Mention of the psychological analysis/depth of the characters - 4 marks
Reference to Hawthorne's expanded definition of romance - 2 marks

[Key Points]
1. Combination of real and unreal
2. Minuteness of psychological analysis
3. Hawthorne's definition of romance",131.2,success
BEGC 105_ American Literature,BLOCK SHORT FICTION,Level 2,off,Short Answer,ollama-gemma4-31b,en,1,Discuss the defining characteristics of a short story as conceptualized by Edgar Allan Poe.,"The response should explain Poe's specific criteria for a short story, focusing on the reading duration and the concept of the single effect.","[Marks]
Mention of the specific reading duration (30 minutes to 2 hours) - 3 marks
Explanation of the 'unique single effect' concept - 4 marks
Understanding that the totality of effect is the main objective - 3 marks

[Key Points]
1. Prose narrative read in one sitting
2. Duration: half an hour to two hours
3. Concentration on a unique single effect
4. Totality of effect as the main objective",154.0,success
BEGC 105_ American Literature,BLOCK SHORT FICTION,Level 2,off,Short Answer,ollama-gemma4-31b,en,2,Examine the differences in thematic focus and style between the works of Mrs. Vidal and John Lang in early Australian short fiction.,The response must contrast the didactic nature of Mrs. Vidal's work with the historical and descriptive focus of John Lang's work.,"[Marks]
Description of Mrs. Vidal's target audience and didactic style - 4 marks
Description of John Lang's focus on colonial history and environment - 4 marks
Direct contrast regarding the use of moralizing/preaching - 2 marks

[Key Points]
1. Mrs. Vidal: lower classes, didactic preaching
2. John Lang: convict period, Sydney atmosphere, flora/fauna
3. Contrast: Lang's lack of moralizing vs Vidal's preaching",154.0,success
BEGC 105_ American Literature,BLOCK SHORT FICTION,Level 2,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""At the same time fictional accounts of children lost in the bush were also written. This theme provided the writer with a vast canvas. She could write about the virtues of obedience and the dangers of disobedience. They could also explore the wild, untamed Australian bush, the presence of Aboriginals in the bush or delve into human relationships particularly those marital relationship and the effects of such a loss on husbands and wives."" — Explain the significance of the theme 'children lost in the bush' in Australian short fiction during the late 19th century.","The student should explain that the theme of children lost in the bush was a 'vast canvas' used to explore moral lessons (obedience), environmental/cultural settings (untamed bush and Aboriginals), and interpersonal dynamics (marital relationships and loss).","[Marks]
Explanation of moral dimensions (obedience vs disobedience) - 3 marks
Description of environmental and Aboriginal exploration - 3 marks
Analysis of human/marital relationships and effects of loss - 3 marks
Overall clarity and coherence of the explanation - 1 marks

[Key Points]
1. Virtues of obedience and dangers of disobedience
2. Wild, untamed Australian bush and Aboriginal presence
3. Marital relationships and the effects of loss",179.9,success
BEGC 105_ American Literature,BLOCK SHORT FICTION,Level 2,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""Three writers were prominent during this period - Horace Earle, James Skipp Borlase and J R Houlding. Earl was prone to writing the guidebook novel (that we talked about earlier) and dealt with the flora and fauna of Australia. HIS short fiction was collected in Ups and Downs, most of his short stories are set in the bush. James Borlase’ collection Darling Deeds (1 868) are stories of adventure but are also sadly lacking in characterisation. J R Houlding(Old Boomerang) was one of the moralist writers. The stories in his Australian Tales and Sketches from Real Life are relatively more indirect in their preaching than that of other writers."" — Discuss the differing literary focuses and styles of Horace Earle, James Skipp Borlase, and J R Houlding as presented in the context of short fiction between 1859 and 1880.","The student must differentiate between the three authors: Earle (guidebook style, flora/fauna, bush settings), Borlase (adventure stories, poor characterization), and Houlding (moralist, indirect preaching).","[Marks]
Accurate description of Horace Earle's focus on guidebook style and nature - 3 marks
Identification of James Borlase's adventure focus and lack of characterization - 3 marks
Explanation of J R Houlding's role as a moralist and his indirect approach - 3 marks
Ability to contrast the three different styles effectively - 1 marks

[Key Points]
1. Horace Earle: guidebook novel, flora and fauna, bush settings
2. James Borlase: adventure stories, lacking characterisation
3. J R Houlding: moralist, indirect preaching",179.9,success
BEGC 101_ Indian Classical Literature,BLOCK CILAPPATIKARAN,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,Name the two cities that form the setting of the epics Cilappatikaran and Manimekalai and state which of these was a prosperous port of the early Cholas.,"The student must correctly identify Puhar/Poompuhar and Maturai/Madurai, and specify that Puhar was the Chola port.","[Marks]
Correct identification of Puhar/Poompuhar - 4 marks
Correct identification of Maturai/Madurai - 4 marks
Correct identification of Puhar as the prosperous port of the early Cholas - 2 marks

[Key Points]
1. Puhar (Kaveri Poompattinam/Poompuhar)
2. Maturai (Madurai)
3. Puhar as the early Chola prosperous port",164.3,success
BEGC 101_ Indian Classical Literature,BLOCK CILAPPATIKARAN,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,List the various commodities that were traded and sold in the market streets of Poompuhar as described in the epic Cilappatikaran.,The student should list the specific trade goods mentioned in the text.,"[Marks]
Mention of textiles and fabrics (silks, cotton, fur) - 3 marks
Mention of precious materials (gold, gems, pearls, coral) - 4 marks
Mention of other goods (grains, sandalwood) - 3 marks

[Key Points]
1. Silks, cotton, fur
2. Gold, gems, pearls, coral
3. Grains, sandalwood",164.3,success
BEGC 101_ Indian Classical Literature,BLOCK CILAPPATIKARAN,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""the vallai song of those who pounded grain”. These are songs in praise of a heroic figure and are sung by women while working in the fields, winnowing or gathering grains."" — What are the 'Vallai songs' and who is responsible for singing them?","Vallai songs are songs in praise of a heroic figure, sung by women while working in the fields, winnowing or gathering grains.","[Marks]
Correctly identifying that the songs are in praise of a heroic figure - 5 marks
Correctly identifying that they are sung by women during agricultural work (fields, winnowing, or gathering grains) - 5 marks

[Key Points]
1. Praise of a heroic figure
2. Sung by women
3. Context: working in fields, winnowing, or gathering grains",92.5,success
BEGC 101_ Indian Classical Literature,BLOCK CILAPPATIKARAN,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""Canto 26, “Removing the Stone” uses the Tumpai thinai. This thinai is used for the description of the battle."" — Which thinai is utilized in Canto 26, 'Removing the Stone', and what is its specific function?",The Tumpai thinai is used in Canto 26 for the description of the battle.,"[Marks]
Correct identification of the Tumpai thinai - 5 marks
Correct identification of its purpose as the description of the battle - 5 marks

[Key Points]
1. Tumpai thinai
2. Description of the battle",92.5,success
BEGC 101_ Indian Classical Literature,BLOCK KALIDASA ABHIJNANA SHAKUNTALA,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,"Who are the biological parents of Shakuntala, and which sage adopted her?",Shakuntala was born to the apsara Menaka and the sage Visvamitra and was adopted by the sage Kanva.,"[Marks]
Correct identification of the biological mother (Menaka) - 4 marks
Correct identification of the biological father (Visvamitra) - 4 marks
Correct identification of the adoptive father (Kanva) - 2 marks

[Key Points]
1. Biological mother: Menaka (an apsara)
2. Biological father: Visvamitra (a sage)
3. Adoptive father: Kanva",85.6,success
BEGC 101_ Indian Classical Literature,BLOCK KALIDASA ABHIJNANA SHAKUNTALA,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,"What was the specific nature of the curse cast upon Shakuntala by Durvasa Rishi, and how could it be lifted?",The curse was that Duhsanta would forget Shakuntala; it could be lifted by presenting a token of recognition.,"[Marks]
Accurate description of the curse (Duhsanta's memory loss/forgetting Shakuntala) - 6 marks
Correct identification of the remedy (presentation of a token of recognition) - 4 marks

[Key Points]
1. The curse causes Duhsanta to forget Shakuntala
2. The remedy is a token of recognition",85.6,success
BEGC 101_ Indian Classical Literature,BLOCK KALIDASA ABHIJNANA SHAKUNTALA,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""It ventured to draw from the Rigveda the “recitative” quality, from the Yajurveda “histrionic representation”, from the Atharvaveda “rituals and style” and from the Samaveda the “rasas”."" — From which of the four Vedas did Bharata draw the specific elements of recitative quality, histrionic representation, rituals and style, and rasas for the Natyashastra?","The student must correctly link each of the four Vedas to its corresponding element: Rigveda to recitative quality, Yajurveda to histrionic representation, Atharvaveda to rituals and style, and Samaveda to rasas.","[Marks]
Correctly identifying the Rigveda as the source of recitative quality - 2.5 marks
Correctly identifying the Yajurveda as the source of histrionic representation - 2.5 marks
Correctly identifying the Atharvaveda as the source of rituals and style - 2.5 marks
Correctly identifying the Samaveda as the source of rasas - 2.5 marks

[Key Points]
1. Rigveda: recitative quality
2. Yajurveda: histrionic representation
3. Atharvaveda: rituals and style
4. Samaveda: rasas",113.8,success
BEGC 101_ Indian Classical Literature,BLOCK KALIDASA ABHIJNANA SHAKUNTALA,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""Nataka and Prakarna belong to the category of full length plays of five to ten acts that have as their subject plots taken from histories and fictional stories respectively."" — Identify the two types of dramatic representations that are categorized as full-length plays and state the nature of their subjects.",The student should identify Nataka and Prakarna as the full-length plays and correctly attribute histories to Nataka and fictional stories to Prakarna.,"[Marks]
Correctly naming both Nataka and Prakarna as full-length plays - 4 marks
Correctly identifying that Nataka's subject is based on histories - 3 marks
Correctly identifying that Prakarna's subject is based on fictional stories - 3 marks

[Key Points]
1. Full length plays: Nataka and Prakarna
2. Nataka subject: histories
3. Prakarna subject: fictional stories",113.8,success
BEGC 101_ Indian Classical Literature,BLOCK SUDRAKA MRICHCHHAKATIKA,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,"Who is the protagonist of Sudraka's Mrichchhakatika, and what central theme is his character associated with?","The protagonist is Charudatta, a Brahman merchant, and his character is associated with the theme of poverty and the anguish of falling from prosperity.","[Marks]
Correct identification of the protagonist as Charudatta - 4 marks
Identification of his social standing as a Brahman merchant - 3 marks
Correct association with the theme of poverty/financial decline - 3 marks

[Key Points]
1. Protagonist: Charudatta
2. Identity: Brahman merchant
3. Theme: Poverty/decline from prosperity",88.2,success
BEGC 101_ Indian Classical Literature,BLOCK SUDRAKA MRICHCHHAKATIKA,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,Describe the hierarchical social and political structure of the society depicted in the play Mrichchhakatika.,"The society is hierarchical, with the king at the top, ruling alongside merchants, high state officials, and the judiciary.","[Marks]
Mention of the hierarchical nature of the society - 3 marks
Identification of the king as the head of the hierarchy - 3 marks
Mention of the other ruling components: merchants, high state officials, and judiciary - 4 marks

[Key Points]
1. Hierarchical structure
2. King at the top
3. Role of merchants, state officials, and judiciary",88.2,success
BEGC 101_ Indian Classical Literature,BLOCK SUDRAKA MRICHCHHAKATIKA,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""Madanika: I can see from Your Ladyship’s absent-mindedness that you have fallen in love with somebody whom you have treasured in your heart. Vasanatsena: Rightly you have guessed!"" — Based on the provided text, what does Madanika conclude from Vasantasena's absent-mindedness?",Madanika concludes that Vasantasena's absent-mindedness is a sign that she is in love with someone she treasures in her heart.,"[Marks]
Correctly identifying the cause of absent-mindedness as being in love - 6 marks
Mentioning that the person is treasured in her heart - 4 marks

[Key Points]
1. Recall of Madanika's observation
2. Identification of the emotion (love)
3. Reference to the 'treasured' nature of the love",93.0,success
BEGC 101_ Indian Classical Literature,BLOCK SUDRAKA MRICHCHHAKATIKA,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""The subject also proves beyond doubt that women in ancient India would converse freely and intelligently if they were in private territory with no males to pry into their privacy. Also, that class means little when it comes to agility of the mind."" — What does the conversation between Vasantasena and Madanika reveal about the social reality of women in ancient India regarding their privacy and class?","The text states that women in ancient India conversed freely and intelligently in private spaces away from men, and that agility of mind was independent of social class.","[Marks]
Identifying the condition of privacy (no males) for free conversation - 5 marks
Identifying that class is irrelevant to agility of the mind - 5 marks

[Key Points]
1. Private territory/absence of males
2. Free and intelligent conversation
3. Class vs. agility of mind",93.0,success
BEGC 101_ Indian Classical Literature,BLOCK VYAS MAHABHARATA,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,Who is the traditional composer of the Mahabharata and identify the different narrators involved in the transmission of the epic?,"The student must correctly identify Krsna Dvaipayana Vyas as the composer and list the key narrators: Vaishampayana, Ugrashrava, and Sanjaya.","[Marks]
Correct identification of the composer (Krsna Dvaipayana Vyas) - 4 marks
Identification of Vaishampayana and his role - 2 marks
Identification of Ugrashrava and his role - 2 marks
Identification of Sanjaya and his role - 2 marks

[Key Points]
1. Composer: Krsna Dvaipayana Vyas
2. Narrator 1: Vaishampayana (to King Janamejaya)
3. Narrator 2: Ugrashrava (to sages in Naimisa forest)
4. Narrator 3: Sanjaya (battle scenes)",112.1,success
BEGC 101_ Indian Classical Literature,BLOCK VYAS MAHABHARATA,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,List the various groups of people whom Duryodhana describes as having paid tribute to King Kaunteya (Yudhisthira) during the peak of the Pandavas' power.,The student should list the specific ethnic and regional groups mentioned in the text as visitors/tribute payers to Yudhisthira.,"[Marks]
Accurate listing of at least 7-9 groups mentioned in the text - 10 marks

[Key Points]
1. Chinese men
2. Huns
3. Scythians
4. Orissans
5. Interior forest dwellers
6. Varneyas
7. Robber Huns
8. Black Folk
9. Himalayans",112.1,success
BEGC 101_ Indian Classical Literature,BLOCK VYAS MAHABHARATA,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""Then Drona, Somadatta, and the warrior Bahlika, Vidura and Drona’s son, and the mighty son of the commoner’s wench and Samtanu’s son, Bhurisravas, and the warlike ViKarna, all of them said: ‘Don’t dice’ and ‘Let there be peace’."" — Identify the kinsmen who advised Dhrtarastra against holding another game of dice.",The student must list the specific individuals mentioned in the text who advised against the game of dice.,"[Marks]
Correct identification of the primary names (Drona, Somadatta, Bahlika, Vidura, Vikarna) - 6 marks
Correct identification of the remaining figures (Drona's son and Bhurisravas) - 4 marks

[Key Points]
1. Drona
2. Somadatta
3. Bahlika
4. Vidura
5. Drona's son
6. Bhurisravas
7. Vikarna",121.6,success
BEGC 101_ Indian Classical Literature,BLOCK VYAS MAHABHARATA,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""Vaisampayana gives the explanation by claiming that Dhrtarastra “made the challenge to the Pandavas, for he loved his son”"" — According to the explanation provided by Vaisampayana, why did Dhrtarastra make the challenge to the Pandavas?",The student must state that the challenge was motivated by Dhrtarastra's love for his son.,"[Marks]
Accurate recall of the reason provided by Vaisampayana - 10 marks

[Key Points]
1. Dhrtarastra's love for his son
2. The motive behind the challenge to the Pandavas",121.6,success
BEGC 102_ European Classical Literature,BLOCK HOMER THE ILIAD,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,Name the three Greek plays mentioned as sequels to the Iliad and identify the playwrights associated with them.,"The student must correctly pair the three plays with their respective authors: Agamemnon (Aeschylus), The Trojan Women (Euripides), and Hecuba (Euripides).","[Marks]
Correctly identifying Agamemnon and its author Aeschylus - 4 marks
Correctly identifying The Trojan Women and its author Euripides - 3 marks
Correctly identifying Hecuba and its author Euripides - 3 marks

[Key Points]
1. Agamemnon - Aeschylus
2. The Trojan Women - Euripides
3. Hecuba - Euripides",115.7,success
BEGC 102_ European Classical Literature,BLOCK HOMER THE ILIAD,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,"Which family members pleaded with Hector not to be on the vanguard of the war, and what was the ultimate fate of his son, Astynax?",The response must identify Andromache and Astynax as the family members and describe the specific nature of Astynax's death.,"[Marks]
Correctly identifying Andromache and Astynax as the ones who pleaded with Hector - 5 marks
Correctly stating that Astynax was killed by the Greeks by being thrown off a cliff or the ramparts - 5 marks

[Key Points]
1. Andromache (wife)
2. Astynax (son)
3. Killed by Greeks
4. Thrown off a cliff/ramparts",115.7,success
BEGC 102_ European Classical Literature,BLOCK HOMER THE ILIAD,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""The Iliad has generated two responses that are antithetical in nature an admiration for force that culminates in victory for one of the warring groups. In this context, force is seen as an index of power, strength, courage and merciless brutality (2 an abhorrence for war that devastates both the victor and the vanquished."" — State the two antithetical responses that the Iliad has generated regarding the nature of war and force.",The student must identify the two opposing views: admiration for force (linked to power/victory) and abhorrence for war (linked to devastation).,"[Marks]
Correct identification and description of the admiration for force as an index of power, strength, and victory - 5 marks
Correct identification and description of the abhorrence for war as something that devastates both sides - 5 marks

[Key Points]
1. Admiration for force/power/strength/courage
2. Abhorrence for war/devastation of victor and vanquished",162.4,success
BEGC 102_ European Classical Literature,BLOCK HOMER THE ILIAD,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""Simon Weil in her essay on the Greek classic, the Iliad , published in १९४०, holds that the true hero, the true subject at the centre of The Iliad is Jorce which she defines as ""that Xthat turns anybody who is subjected to it into a thing"" — According to Simon Weil, who is the true subject at the center of the Iliad and how does she define this subject?",The student must name 'Force' as the true subject and provide the specific definition regarding the transformation of a person into a thing.,"[Marks]
Correctly identifying 'Force' as the true hero or subject - 5 marks
Correctly stating the definition that force turns whoever is subjected to it into a thing - 5 marks

[Key Points]
1. True subject is Force
2. Definition: turns anyone subjected to it into a thing",162.4,success
BEGC 102_ European Classical Literature,BLOCK HORACE AND OVID,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,Define Hexameter and name the classical literary works where it served as the standard epic metre.,"Hexameter is a metrical line of verses consisting of six feet. It was the standard epic metre in classical Greek and Latin literature, such as in the Iliad, Odyssey and Aeneid.","[Marks]
Accurate definition of Hexameter as a line consisting of six feet - 5 marks
Identification of the standard epic works (Iliad, Odyssey, and Aeneid) - 5 marks

[Key Points]
1. Metrical line of six feet
2. Standard epic metre
3. Iliad
4. Odyssey
5. Aeneid",112.3,success
BEGC 102_ European Classical Literature,BLOCK HORACE AND OVID,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,"State the structural characteristics of Ovid's Metamorphoses regarding its length, organization, and metre.","The Metamorphoses is nearly 12,000 lines long, consists of fifteen books with nearly 250 narratives, and is composed in dactylic hexameter.","[Marks]
Correct mention of the length (nearly 12,000 lines) - 3 marks
Correct mention of organization (15 books/250 narratives) - 4 marks
Correct identification of the metre (dactylic hexameter) - 3 marks

[Key Points]
1. Nearly 12,000 lines
2. 15 books
3. Nearly 250 narratives
4. Dactylic hexameter",112.3,success
BEGC 102_ European Classical Literature,BLOCK HORACE AND OVID,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""Book I – The Creation, The Four Ages, The Giants, Lycaön, The Flood, Deucalion and Pyrrha, Python, Daphne, Interlude: Pan and Syrinx, Phaëton."" — List the stories and topics covered in Book I of Ovid's The Metamorphoses as mentioned in the text.","The student must list the specific contents of Book I: The Creation, The Four Ages, The Giants, Lycaön, The Flood, Deucalion and Pyrrha, Python, Daphne, Interlude: Pan and Syrinx, and Phaëton.","[Marks]
Correct identification of the first five topics (Creation, Four Ages, Giants, Lycaön, Flood) - 5 marks
Correct identification of the remaining five topics (Deucalion/Pyrrha, Python, Daphne, Pan/Syrinx, Phaëton) - 5 marks

[Key Points]
1. The Creation
2. The Four Ages
3. The Giants
4. Lycaön
5. The Flood
6. Deucalion and Pyrrha
7. Python
8. Daphne
9. Pan and Syrinx
10. Phaëton",111.0,success
BEGC 102_ European Classical Literature,BLOCK HORACE AND OVID,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""The Metamorphosis suggests a world of unstable ephemerality that can only be at odds with the poem’s motion toward the foundation of Rome as the center of a stable cosmos and indeed comes to be associated with the de-humanising violence and immorality of Rome’s civil wars."" — In the context of the provided text, what does the 'world of unstable ephemerality' suggested by The Metamorphosis come to be associated with?",The answer must explicitly link 'unstable ephemerality' to the de-humanising violence and immorality of Rome's civil wars.,"[Marks]
Mention of de-humanising violence - 5 marks
Mention of the immorality of Rome's civil wars - 5 marks

[Key Points]
1. De-humanising violence
2. Immorality
3. Rome's civil wars",111.0,success
BEGC 102_ European Classical Literature,BLOCK PLAUTUS POT OF GOD,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,Define the two systems of marriage contracts in Rome—cum manu and sine manu.,The student must accurately identify and describe the legal guardianship and property rights associated with both cum manu and sine manu marriage contracts.,"[Marks]
Accurate description of the cum manu system (husband's guardianship and dowry sharing) - 5 marks
Accurate description of the sine manu system (father's guardianship and the concept of sui juris) - 5 marks

[Key Points]
1. Cum manu: legal guardianship of the husband
2. Sine manu: legal guardianship of the father
3. Sui juris: legal independence after the father's death in sine manu marriages",90.3,success
BEGC 102_ European Classical Literature,BLOCK PLAUTUS POT OF GOD,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,What was the lex Oppia and what specific restrictions did it impose on Roman women?,The student must identify the nature of the lex Oppia as a sumptuary law and list the specific items/behaviors it prohibited.,"[Marks]
Identification of lex Oppia as a sumptuary law and its purpose/timeframe - 3 marks
Listing specific restrictions: multicoloured/purple garments, gold jewellery, and transport - 7 marks

[Key Points]
1. Sumptuary law (215-195 BC)
2. Control of financial display/wealth
3. Ban on purple/multicoloured garments
4. Ban on extravagant gold jewellery
5. Ban on luxury transport",90.3,success
BEGC 102_ European Classical Literature,BLOCK PLAUTUS POT OF GOD,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""The lowly lazy louts get whips and chains, And millstones, great starvation, freezing cold. HE PEOPLES The price for all their misbehavioursः pains"" — According to the comments made by Messenio, what are the specific punishments that 'worthless slaves' face for their misbehaviour?","Worthless slaves are subjected to whips and chains, millstones, great starvation, and freezing cold.","[Marks]
Correct identification of the punishments (whips, chains, millstones, starvation, freezing cold) - 8 marks
Correct attribution to the character Messenio or the status of 'worthless slaves' - 2 marks

[Key Points]
1. Whips and chains
2. Millstones
3. Great starvation
4. Freezing cold",101.1,success
BEGC 102_ European Classical Literature,BLOCK PLAUTUS POT OF GOD,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""The door flies open and Euclio the miser emerges angrily swinging 0 ciub at his ancient female servant He is filthy wearing tattered garments."" — Based on the stage instructions in the text, how is Euclio physically described and what action is he performing as he emerges?","Euclio is described as filthy and wearing tattered garments, and he is seen angrily swinging a club at his ancient female servant.","[Marks]
Accurate description of physical appearance (filthy, tattered garments) - 5 marks
Accurate description of the action (angrily swinging a club at the female servant) - 5 marks

[Key Points]
1. Filthy appearance
2. Tattered garments
3. Swinging a club
4. Target is the ancient female servant",101.1,success
BEGC 102_ European Classical Literature,BLOCK SOPHOCLES OEDIPUS REX,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,What was the specific message brought by Creon from the Delphic Oracle to King Oedipus regarding the plague in Thebes?,The student should state that the plague is linked to the murder of King Laius and that the solution provided by the Oracle is to punish the culprit.,"[Marks]
Identification of the cause of the plague (murder of King Laius) - 5 marks
Identification of the solution (punishing the murderer) - 5 marks

[Key Points]
1. Mention of King Laius's murder
2. Mention of the command to punish the perpetrators
3. Link between the punishment and ending the plague",102.1,success
BEGC 102_ European Classical Literature,BLOCK SOPHOCLES OEDIPUS REX,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,"Who is the blind prophet summoned by Oedipus, and what truth does he reveal about the identity of the murderer of King Laius?",The student must correctly name Tiresias and state that he identifies Oedipus as the murderer.,"[Marks]
Correct identification of the prophet as Tiresias - 4 marks
Correct statement that Oedipus is the murderer - 6 marks

[Key Points]
1. Name: Tiresias
2. The revelation: Oedipus is the murderer",102.1,success
BEGC 102_ European Classical Literature,BLOCK SOPHOCLES OEDIPUS REX,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""Robbers, he told S, not one bandit but 4 troop of knaves, attacked ana murderea him."" — According to the survivor mentioned by Creon, who was responsible for the murder of King Laius?","The survivor reported that King Laius was attacked and murdered by a troop of robbers, rather than a single bandit.","[Marks]
Correct identification of the perpetrators as a troop of robbers/knaves - 10 marks

[Key Points]
1. Mention of robbers
2. Clarification that it was a troop/group and not a single person",74.9,success
BEGC 102_ European Classical Literature,BLOCK SOPHOCLES OEDIPUS REX,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""Abroad; he started, S0 ne told AS, bound For Delphi, Out ne never thence returned"" — Where was King Laius traveling to when he met his fate?",King Laius was traveling abroad and was bound for Delphi.,"[Marks]
Correct identification of the destination as Delphi - 10 marks

[Key Points]
1. Identification of Delphi as the destination",74.9,success
BEGC 103_ Indian Writing in English,BLOCK A TIGER FOR MALGUDI,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,Who is Madan and how does he treat the tiger during the filming process?,Madan is a greedy and unscrupulous film producer who ignores the tiger's dignity and uses electric shocks to make it perform.,"[Marks]
Correct identification of Madan as a film producer - 4 marks
Mention of his characteristics (greedy and unscrupulous) - 3 marks
Mention of the use of electric shocks to force performance - 3 marks

[Key Points]
1. Film producer
2. Greedy and unscrupulous nature
3. Lack of dignity for the animal
4. Use of electric shocks",119.0,success
BEGC 103_ Indian Writing in English,BLOCK A TIGER FOR MALGUDI,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,What were the two main inspirations that led R.K. Narayan to write the novel 'A Tiger for Malgudi'?,The author was inspired by a report of a hermit with a tiger at the Kumbh Mela and a tiger-themed bookmark.,"[Marks]
Mention of the report/photographs of the hermit and tiger at Kumbh Mela - 5 marks
Mention of the bookmark and its specific quote - 5 marks

[Key Points]
1. Newspaper report/photographs
2. Hermit at Kumbh Mela festival
3. Tiger bookmark
4. Phrase: 'I’d love to get into a good book'",119.0,success
